ck_id	county	decision	recommended_source_id	recommended_source_url	recommended_title_id	recommended_title_label	recommended_rank	recommended_exists	recommended_parent_id	recommended_parent_label	recommended_parent_span	confidence	next_action	notes
c_inari	Inari	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a modern Finnish municipality; no independently sourced bounded historical title or parentage packet ready.
c_ingolstadt	Ingolstadt	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a city; possible Bavarian administrative or ducal context requires a separate title source.
c_inner_hebrides	Inner Hebrides	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is an archipelago; possible Isles/Mann material is not a county title packet from this row.
c_innsbruck	Innsbruck	source_resolution_blocked	src-britannica-tirol	https://www.britannica.com/place/Tirol-state-Austria	title-candidate-county-of-tyrol	County of Tyrol	County					medium	resolve_tyrol_title_not_city	Britannica supports medieval counts of Tirol by 1150 and later regional rule, but this row's top lead is the city of Innsbruck and no safe bounded county-parentage packet is ready.
c_inverness	Inverness	source_resolution_blocked	src-britannica-inverness	https://www.britannica.com/place/Inverness-Scotland	title-candidate-inverness-shire	Inverness-shire	County					medium	find_bounded_county_source	Better lead is historic county Inverness-shire, but this pass did not establish a bounded title span or parentage.
c_ionia	Ionia	rank_policy_blocked	src-britannica-ionia	https://www.britannica.com/place/Ionia	title-q620874	Ionia	Region					high	define_region_rank_or_defer	Britannica supports Ionia as an ancient region of western Anatolia; region semantics are not currently a materialized county rank.
c_ipuskoa	Ipuskoa	source_resolution_blocked	src-britannica-guipuzcoa	https://www.britannica.com/place/Guipuzcoa	title-candidate-gipuzkoa	Gipuzkoa / Guipuzcoa	Province					medium	find_bounded_title_and_parent_source	CK3 seed resolves to Gipuzkoa/Guipuzcoa; Britannica says the name was used geographically from the late 10th century and as a county was unified with Castile in 1200, but no bounded title packet is ready.
c_isauria	Isauria	rank_policy_blocked	src-1911-britannica-isauria	https://en.wikisource.org/wiki/1911_Encyclop%C3%A6dia_Britannica/Isauria	title-candidate-isauria	Isauria	Region					medium	define_region_rank_or_defer	Current Q6079031 lead is a genus and should not be used; independent encyclopedia evidence resolves the name to an ancient district/region, still blocked by region-rank semantics.
c_ile_de_france	Isle de France	reject_bad_lead										high	find_correct_france_title_source	Bounded top lead Q12060804 is the former French colonial name for Mauritius, a wrong-place entity for the CK3 France seed.
c_isle_of_man	Isle of Man	source_resolution_blocked										medium	find_mann_or_isles_title_source	Top lead is the modern Crown dependency/historic nation; possible Kingdom/Lordship of Mann material needs separate bounded title sourcing.
c_issoudun	Issoudun	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a modern commune; no independently sourced bounded title or parentage packet ready.
c_andujar	Jaén	already_accepted	src-wikidata-q1617495	https://www.wikidata.org/wiki/Q1617495	title-q1617495	Kingdom of Jaen	Kingdom	1246..1833	title-q217196	Crown of Castile	1246..1715	high	metrics_seed	Resolved to locally accepted title and parentage in fixtures; do not re-import.
c_jahkamakke	Jåhkåmåhkke	source_resolution_blocked	src-hidden-north-jokkmokk	https://thehiddennorth.com/destination/jokkmokk/	title-candidate-jokkmokk	Jokkmokk	unmaterialized					low	find_independent_historical_title_source	CK3 seed likely resolves to Jokkmokk, but available evidence supports a Sami meeting place and 17th-century town/market rather than a DUCHY title rank.
c_jaligny	Jaligny	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is Jaligny-sur-Besbre commune; no independently sourced bounded title or parentage packet ready.
c_jamtfir	Jamtaland	source_resolution_blocked	src-britannica-jamtland	https://www.britannica.com/place/Jamtland	title-q211661	Jamtland	Province					medium	define_province_rank_or_find_title	Britannica supports Jamtland as a traditional province and former Norwegian domain until 1645; no materialized county title or parentage packet is ready.
c_jersika	Jersika	rank_policy_blocked	src-historyfiles-jersika	https://www.historyfiles.co.uk/KingListsEurope/EasternLatvia.htm	title-candidate-principality-of-jersika	Principality of Jersika	Principality	c.1180..1215				medium	define_principality_rank_or_defer	Better lead is the medieval Principality of Jersika/Gersik; current rank policy has no principality import path for county review.
c_jihlava	Jihlava	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a city in Czechia; no independently sourced bounded title or parentage packet ready.
c_jovvkuj	Jovvkuj	source_resolution_blocked										low	resolve_ck3_seed	No independent historical title candidate resolved in this pass; requires source follow-up from Sami/local historical names.
c_julevadno	Julevädno	source_resolution_blocked										low	resolve_ck3_seed	Top lead is Lule River, a natural feature; no historical title candidate resolved.
c_juterbog	Jüterbog	reject_bad_lead										high	find_correct_place_or_title_source	Top lead is a railway station, not title material.
c_kainuu	Kainuu	source_resolution_blocked										medium	define_region_or_province_rank	Top lead is a Finnish region; no bounded historical title or parentage packet ready.
c_kaisereia	Kaisereia	rank_policy_blocked	src-encyclopedia-caesarea-mazaca	https://www.encyclopedia.com/reference/encyclopedias-almanacs-transcripts-and-maps/caesarea-mazaca	title-candidate-caesarea-mazaca	Caesarea Mazaca	City					high	define_city_rank_or_defer	Independent encyclopedia evidence resolves Kaisereia to Caesarea Mazaca/Kayseri, an ancient city and Cappadocian royal residence; city rank is not currently materialized.
c_kaiserslautern	Kaiserslautern	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a city; no independently sourced bounded title or parentage packet ready.
c_kakheti	Kakheti	source_resolution_blocked	src-wikidata-q1209822	https://www.wikidata.org/wiki/Q1209822	title-q1209822	Kingdom of Kakheti	Kingdom	1465..1762				medium	parentage_source_review	Better local title exists for Kingdom of Kakheti, but this row's top lead is the modern region and no parentage packet is ready.
c_kakisalmi	Kakisalmi	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is modern Priozersk/Kakisalmi town; no bounded historical title or parentage packet ready.
c_kaliska	Kalisz	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a city with powiat rights; no independently sourced bounded title or parentage packet ready.
c_kalliopolis	Kallipolis	source_resolution_blocked										medium	resolve_correct_gallipoli_or_city_rank	Top lead is an ancient Greek city near Taranto and may be wrong-place for the CK3 Thrace seed; no title packet ready.
c_kammersberg	Kammersberg	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a cadastral municipality; no independently sourced bounded title or parentage packet ready.
c_karachev	Karachev	source_resolution_blocked										medium	find_principality_or_county_source	Top lead is a modern Russian city; possible principality material requires separate bounded sourcing.
c_karasjohka	Kárášjohka	source_resolution_blocked										medium	find_independent_historical_title_source	Top lead is modern Karasjok municipality; no bounded historical title or parentage packet ready.
c_kargopol	Kargopol	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a modern town/selo context; no independently sourced bounded title or parentage packet ready.
c_karnten	Kärnten	source_resolution_blocked										medium	find_duchy_of_carinthia_source	Top lead is modern Carinthia federal state; possible Duchy of Carinthia material needs separate title/date/parentage sourcing.
c_kartli	Kartli	source_resolution_blocked	src-wikidata-q195972	https://www.wikidata.org/wiki/Q195972	title-q195972	Kingdom of Kartli	Kingdom	1466..1762				medium	parentage_source_review	Better local title exists for Kingdom of Kartli, but this row's top lead is the historical region and no parentage packet is ready.
c_kassel	Kassel	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a city; no independently sourced bounded title or parentage packet ready.
c_kempten	Kempten	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a district-free city; imperial abbey or city material would need separate rank and date sourcing.
c_kent	Kent	source_resolution_blocked	src-wikidata-q328818	https://www.wikidata.org/wiki/Q328818	title-q328818	Kingdom of Kent	Kingdom	450..871				medium	parentage_source_review	Better local title exists for Kingdom of Kent; no county-style parentage packet is ready from the historic-county top lead.
c_kernave	Kernave	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a city in Lithuania; no independently sourced bounded title or parentage packet ready.
c_keve	Keve	reject_bad_lead										high	find_correct_historical_place_source	Top lead is a male given name, not title material.
c_kevrola	Kevrola	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a modern settlement; no independently sourced bounded title or parentage packet ready.
c_khachen	Khachen	rank_policy_blocked	src-karabakh-meliks	https://karabakh.org/karabakh-history/karabakh-during-the-xviii-cc/karabakh-meliks/	title-q16383233	Melikdom of Khachen	Melikdom					medium	define_melikdom_or_principality_rank	Independent lead supports Khachen as a melikdom/feudal entity, but this rank is not currently materialized for county parentage.
c_kholmogory	Kholmogory	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a selo/settlement; no independently sourced bounded title or parentage packet ready.
c_kinda	Kinda	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a modern municipality; no independently sourced bounded title or parentage packet ready.
c_kintus	Kintuš	reject_bad_lead										high	find_correct_historical_place_source	Top lead is a genus, not title material.
c_kirillov	Kirillov	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a modern town; no independently sourced bounded title or parentage packet ready.
c_kitka	Kitka	reject_bad_lead										high	find_correct_historical_place_source	Top lead is a family name, not title material.
c_kittila	Kittila	source_resolution_blocked										medium	find_independent_historical_title_source	Top lead is a modern Finnish municipality; no bounded historical title or parentage packet ready.
c_klarjeti	Klarjeti	source_resolution_blocked	src-bodleian-tao-klarjeti	https://blogs.bodleian.ox.ac.uk/oil/2023/07/10/tao-klarjeti-the-cradle-of-the-georgian-empire/	title-q2557240	Klarjeti	Region					medium	define_region_rank_or_find_title	Independent source supports Tao-Klarjeti/Klarjeti as a historical Georgian region, but no materialized title rank or parentage is ready.
c_kletsk	Kletsk	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a modern Belarusian city; no independently sourced bounded title or parentage packet ready.
c_klingenberg	Klingenberg	source_resolution_blocked										low	find_correct_historical_place_source	Top lead is an article about a Saxon estate, not a safe title entity for the CK3 seed.
c_knin	Knin	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a Croatian town/settlement; no independently sourced bounded title or parentage packet ready.
