ck_id	county	decision	recommended_source_id	recommended_source_url	recommended_title_id	recommended_title_label	recommended_rank	recommended_exists	recommended_parent_id	recommended_parent_label	recommended_parent_span	confidence	next_action	notes
c_finland	Finland	already_accepted	src-wikidata-q62633	https://www.wikidata.org/wiki/Q62633	title-q62633	Grand Duchy of Finland	Duchy	1809..1917	title-q34266	Russian Empire	1809..1917	high	metrics_seed	Accepted parentage exists in fixtures; CK3 Finland row should not be re-imported as a new county packet.
c_finnveden	Finnveden	rank_policy_blocked	src-wikidata-q1796200	https://www.wikidata.org/wiki/Q1796200	title-q1796200	Finnveden	unmaterialized					medium	define_region_rank_or_find_title	Top lead is a historic region of Smaland, not a materialized DUCHY rank with bounded title parentage.
c_firdafylki	Firðafylki	source_resolution_blocked										low	resolve_old_norwegian_fylki_source	No independent historical title source resolved in this pass; CK3 Norse fylki seed needs specialist source follow-up.
c_firenze	Firenze	source_resolution_blocked	src-britannica-florence	https://www.britannica.com/place/Florence-Italy	title-candidate-republic-of-florence	Republic of Florence	unmaterialized					medium	find_bounded_republic_or_county_source	Better lead is Florence civic/republic history, but city or republic rank materialization and parentage are not ready from this row.
c_fogaras	Fogaras	source_resolution_blocked	src-wikipedia-fagaras-county	https://en.wikipedia.org/wiki/F%C4%83g%C4%83ra%C8%99_County	title-candidate-fagaras-county	Fagaras County	County					medium	find_fagaras_land_parentage_source	Modern city lead is not importable; possible Fagaras County or Land of Fagaras material needs bounded historical custody.
c_foggia	Foggia	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a modern Italian comune; no county-like title or parentage packet found.
c_foix	Foix	ready_title_packet	src-wikipedia-county-foix	https://en.wikipedia.org/wiki/County_of_Foix	title-q1481436	County of Foix	County	1012..1607				medium	parentage_source_followup	Better lead supports a bounded County of Foix title; no direct parentage span is ready in this pass.
c_forcalquier	Forcalquier	ready_title_packet	src-wikipedia-county-forcalquier	https://en.wikipedia.org/wiki/County_of_Forcalquier	title-q448712	County of Forcalquier	County	1054..1481				medium	parentage_source_followup	Better lead supports a bounded county title; parentage needs separate source custody before promotion.
c_forez	Forez	ready_title_packet	src-wikipedia-county-forez	https://en.wikipedia.org/wiki/County_of_Forez	title-candidate-county-forez	County of Forez	County	955..1531				medium	parentage_source_followup	Better lead supports County of Forez as a bounded title; no parentage packet is ready.
c_fraga	Fraga	reject_bad_lead										high	find_better_historical_title_source	Top lead resolves to strawberry, not the Aragonese Fraga seed or title material.
c_frankfurt	Frankfurt	reject_bad_lead										high	find_correct_frankfurt_source	Top lead resolves to Frankfurt an der Oder, a wrong-place lead for the CK3 Frankfurt seed.
c_freistadt	Freistadt	reject_bad_lead										high	find_better_historical_title_source	Top lead is a family-name item; the Austrian town seed has no bounded title packet here.
c_frisia	Frisia	rank_policy_blocked	src-britannica-frisian	https://www.britannica.com/place/Frisia	title-candidate-frisia	Frisia	unmaterialized					medium	define_historic_region_rank_or_defer	Better lead is the historical Frisian coastal region; region semantics are not a materialized county-title rank.
c_friuli	Friuli	source_resolution_blocked	src-wikipedia-duchy-friuli	https://en.wikipedia.org/wiki/Duchy_of_Friuli	title-candidate-duchy-of-friuli	Duchy of Friuli	Duchy	569..776				medium	find_parentage_source	Top lead is modern Friuli Venezia Giulia; Duchy of Friuli is a better title lead, but parentage custody is not ready.
c_frontenhausen	Frontenhausen	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a market municipality; no independent bounded historical title or parentage packet found.
c_fulda	Fulda	ready_title_packet	src-wikipedia-princely-abbey-fulda	https://en.wikipedia.org/wiki/Princely_Abbey_of_Fulda	title-candidate-princely-abbey-fulda	Princely Abbey of Fulda	TheocraticState	1220..1802				medium	parentage_source_followup	Better lead supports Fulda as an imperial ecclesiastical state; parentage to the Holy Roman Empire needs direct custody.
c_furstenberg	Furstenberg	ready_title_packet	src-wikipedia-county-furstenberg	https://en.wikipedia.org/wiki/County_of_F%C3%BCrstenberg	title-candidate-county-furstenberg	County of Furstenberg	County	1250..1806				medium	parentage_source_followup	Top lead is a family name, but a separate county title lead is plausible; parentage is not ready.
c_fyn	Fyn	source_resolution_blocked										medium	define_island_or_province_rank_or_find_title	Top lead is Funen island; no bounded county-like title or parentage packet is ready.
c_gacka	Gacka	reject_bad_lead										high	find_better_historical_title_source	Top lead is a family-name item, not the Croatian Gacka historical seed.
c_galati	Galați	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a modern Romanian county seat; no bounded historical title or parentage packet found.
c_galatia	Galatia	rank_policy_blocked	src-britannica-galatia	https://www.britannica.com/place/Galatia	title-q26847	Galatia	unmaterialized					high	define_ancient_region_rank_or_defer	Independent encyclopedia lead supports Galatia as an ancient region, not a materialized county-title rank.
c_galatia_salutaris	Galatia Salutaris	rank_policy_blocked	src-wikipedia-galatia-salutaris	https://en.wikipedia.org/wiki/Galatia_Salutaris	title-candidate-galatia-salutaris	Galatia Salutaris	Province	398..7th c.				medium	define_late_roman_province_policy	Galatia Salutaris resolves to a late Roman province; ancient province semantics and parentage are out of scope for this county pass.
c_allenstein	Galindia	rank_policy_blocked	src-wikidata-q11220730	https://www.wikidata.org/wiki/Q11220730	title-q11220730	Galindia	unmaterialized					medium	define_historical_region_rank_or_defer	Top lead is a historical region; no current materialized county rank or parentage packet.
c_galloway	Galloway	rank_policy_blocked	src-wikipedia-lordship-galloway	https://en.wikipedia.org/wiki/Lordship_of_Galloway	title-candidate-lordship-of-galloway	Lordship of Galloway	Lordship	12th c..1234				medium	define_lordship_rank_or_defer	Better lead is the Lordship of Galloway, but lordship is not a materialized rank for county parentage import.
c_gallura	Gallura	rank_policy_blocked	src-wikipedia-judicate-gallura	https://en.wikipedia.org/wiki/Judicate_of_Gallura	title-candidate-judicate-of-gallura	Judicate of Gallura	unmaterialized	11th c..1296				medium	define_judicate_rank_or_defer	Better lead is a Sardinian judicate; rank semantics are not materialized for this workflow.
c_gauldala	Gauldælafylki	source_resolution_blocked										low	resolve_old_norwegian_fylki_source	No independent historical title source resolved in this pass; CK3 Norse fylki seed needs source follow-up.
c_danzig	Gdańsk	source_resolution_blocked										medium	find_pomerelia_or_danzig_title_source	Top lead is the modern city; possible Pomerelian or Danzig polity material needs separate bounded source custody.
c_geisenhausen	Geisenhausen	source_resolution_blocked										medium	find_correct_place_or_title_source	Top lead is a quarter of Schweitenkirchen and likely wrong for the CK3 seed; no title packet found.
c_gemer	Gemer	source_resolution_blocked	src-wikipedia-gomor-county	https://en.wikipedia.org/wiki/G%C3%B6m%C3%B6r_and_Kishont_County	title-candidate-gomor-county	Gomor County	County					medium	resolve_bounded_dates_and_parentage	Better lead may be historical Gomor or Gomor-Kishont County, but bounded title dates and parentage were not established.
c_geneva	Geneva	already_accepted	src-wikidata-q675363	https://www.wikidata.org/wiki/Q675363	title-q675363	County of Geneva	County	900..1401	title-q12548	Holy Roman Empire	1032..1401	high	metrics_seed	Accepted parentage exists in fixtures via reviewed County of Geneva HRE source custody; do not re-import.
c_genoa	Genoa	source_resolution_blocked	src-wikipedia-republic-genoa	https://en.wikipedia.org/wiki/Republic_of_Genoa	title-q209857	Republic of Genoa	unmaterialized	1005..1797				medium	define_republic_rank_or_find_county_source	Better lead is the republic, not a county; republic rank and parentage are not ready for this county workflow.
c_gastrikland	Gestrikalandia	source_resolution_blocked	src-wikipedia-gastrikland	https://en.wikipedia.org/wiki/G%C3%A4strikland	title-candidate-gastrikland	Gastrikland	Province					medium	define_province_rank_or_find_title	CK3 seed resolves to the Swedish historical province; no bounded title_exists or parentage packet is ready.
c_gevaudan	Gévaudan	source_resolution_blocked	src-wikipedia-gevaudan	https://en.wikipedia.org/wiki/G%C3%A9vaudan	title-candidate-gevaudan	Gevaudan	County					medium	find_bounded_county_source	Top lead is a family-name item; better historical Gevaudan lead needs bounded county title and parentage custody.
c_girona	Girona	ready_title_packet	src-wikidata-q2037817	https://www.wikidata.org/wiki/Q2037817	title-q2037817	County of Girona	County	785..897				medium	parentage_source_followup	Better lead supports a bounded County of Girona title; parentage is not established in this pass.
c_giurgiu	Giurgiu	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a modern Romanian city; no bounded title or parentage packet found.
c_gleichenstein	Gleichenstein	reject_bad_lead										high	find_better_historical_title_source	Top lead is a biographical dictionary entry for a person, not a title entity.
c_gloucestershire	Gloucestershire	source_resolution_blocked	src-britannica-gloucestershire	https://www.britannica.com/place/Gloucestershire	title-q67508687	Gloucestershire	County					medium	find_bounded_title_and_parent_source	Better lead is a historic county, but this pass did not establish safe bounded title_exists or parentage.
c_gnezdovo	Gnezdovo	source_resolution_blocked										medium	define_site_rank_or_find_title	Top lead is a village or archaeological complex, not a materialized historical title.
c_gnieznienska	Gniezno	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a city; possible early Polish polity or ecclesiastical material needs separate sourcing.
c_gorz	Goriza	already_accepted	src-wikidata-q692946	https://www.wikidata.org/wiki/Q692946	title-q692946	Gorizia and Gradisca	County	1754..1919	title-q131964;title-q28513	Austrian Empire; Austria-Hungary	1804..1866;1867..1918	high	metrics_seed	Accepted parentage exists in fixtures for Gorizia and Gradisca; current Gorizan village lead is wrong and should not be imported.
c_gorlitz	Görlitz	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a modern town; no direct county-like title or parentage source is ready.
c_gottingen	Goslar	source_resolution_blocked										medium	find_free_city_or_imperial_title_source	Top lead is a historic town; possible imperial city material requires separate rank/date and parentage review.
