shard_id	row_index	ck_id	county	ck_duchy	kingdom_867	kingdom_1066	kingdom_1178	empire_867	empire_1066	empire_1178	match_status	screen_status	top_qid	top_label	top_description	historical_title_id	historical_rank	historical_exists	accepted_parentage_count	scale_status	agent_task	notes
county-scale-007	301	c_finland	Finland	Finland	Finland	Finland	Finland	Scandinavia	Scandinavia	Scandinavia	exact_label	defer	Q33	Finland	country in Northern Europe				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-007	302	c_finnveden	Finnveden	Småland	Sweden	Sweden	Sweden	Scandinavia	Scandinavia	Scandinavia	exact_label	defer	Q1796200	Finnveden	historic region of Småland, Sweden				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-007	303	c_firdafylki	Firðafylki	Þrændalög	Norway	Norway	Norway	Scandinavia	Scandinavia	Scandinavia	no_result								0	source_resolution_needed	Resolve CK3 seed to independent historical source candidate.	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
county-scale-007	304	c_firenze	Firenze	Tuscany	Italy	Italy	Italy	Italia	Italia	Italia	fuzzy_label	defer	Q2044	Florence	Italian city and commune, located in Tuscany				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-007	305	c_fogaras	Fogaras	Transylvania	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	fuzzy_label	defer	Q685869	Făgăraș	city in Brașov County, Romania				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-007	306	c_foggia	Foggia	Benevento	Sicily	Sicily	Sicily	Byzantine Empire	Byzantine Empire	Italia	exact_label	defer	Q13464	Foggia	Italian comune				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-007	307	c_foix	Foix	Languedoc	Aquitaine	France	France	Francia	Francia	Francia	exact_label	defer	Q184392	Foix	commune in Ariège, France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-007	308	c_forcalquier	Forcalquier	Provence	Burgundy	Burgundy	Burgundy	Francia	Francia	Francia	exact_label	defer	Q104431	Forcalquier	commune in Alpes-de-Haute-Provence, France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-007	309	c_forez	Forez	Viennois	Burgundy	Burgundy	Burgundy	Francia	Francia	Francia	exact_label	defer	Q1437284	Forez	former province of France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-007	310	c_fraga	Fraga	Aragon	Valencia	Aragon	Aragon	Hispania	Hispania	Hispania	fuzzy_label	defer	Q13158	strawberry	hybrid species in the rose family				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-007	311	c_frankfurt	Frankfurt	West Franconia	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	fuzzy_label	defer	Q4024	Frankfurt (Oder)	city in Brandenburg, Germany				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-007	312	c_freistadt	Freistadt	Austria	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q106078447	Freistadt	family name				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-007	313	c_frisia	Frisia	Frisia	Frisia	Frisia	Frisia	Germania	Holy Roman Empire	Holy Roman Empire	fuzzy_label	defer	Q770	Friesland	province of the Netherlands				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-007	314	c_friuli	Friuli	Friuli	Italy	Italy	Italy	Italia	Italia	Italia	fuzzy_label	defer	Q1250	Friuli Venezia Giulia	autonomous region of Italy				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-007	315	c_frontenhausen	Frontenhausen	Bavaria	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q528319	Frontenhausen	market municipality of Germany				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-007	316	c_fulda	Fulda	Hesse	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q3963	Fulda	seat of Landkreis Fulda and city in Hesse, Germany				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-007	317	c_furstenberg	Furstenberg	Swabia	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q37126387	Furstenberg	family name				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-007	318	c_fyn	Fyn	Sjælland	Denmark	Denmark	Denmark	Scandinavia	Scandinavia	Scandinavia	fuzzy_label	defer	Q26503	Funen	island in Denmark				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-007	319	c_gacka	Gacka	Croatia	Croatia	Croatia	Croatia	Byzantine Empire	Byzantine Empire	Byzantine Empire	exact_label	defer	Q42590512	Gacka	family name				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-007	320	c_galati	Galați	Moldavia	Moldavia	Moldavia	Moldavia	Carpathia	Carpathia	Carpathia	exact_label	defer	Q170996	Galați	county seat in Galați County, Romania				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-007	321	c_galatia	Galatia	Bucellaria	Nikaea	Nikaea	Nikaea	Byzantine Empire	Byzantine Empire	Byzantine Empire	exact_label	defer	Q26847	Galatia	area in the highlands of central Asia Minor				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-007	322	c_galatia_salutaris	Galatia Salutaris	Anatolia	Anatolia	Anatolia	Rum	Byzantine Empire	Byzantine Empire	Byzantine Empire	no_result								0	source_resolution_needed	Resolve CK3 seed to independent historical source candidate.	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
county-scale-007	323	c_allenstein	Galindia	Masuria	Lithuania	Lithuania	Lithuania	Baltic Empire	Baltic Empire	Baltic Empire	exact_label	defer	Q11220730	Galindia	historical region				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-007	324	c_galloway	Galloway	Strathclyde	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	exact_label	defer	Q12789571	Galloway	family name				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
