shard_id	row_index	ck_id	county	ck_duchy	kingdom_867	kingdom_1066	kingdom_1178	empire_867	empire_1066	empire_1178	match_status	screen_status	top_qid	top_label	top_description	historical_title_id	historical_rank	historical_exists	accepted_parentage_count	scale_status	agent_task	notes
county-scale-009	401	c_inari	Inari	Giemajohka	Sápmi	Sápmi	Sápmi	Scandinavia	Scandinavia	Scandinavia	exact_label	defer	Q755702	Inari	municipality in the region of Lapland in Finland				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	402	c_ingolstadt	Ingolstadt	Bavaria	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q3004	Ingolstadt	city in Bavaria, Germany				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	403	c_inner_hebrides	Inner Hebrides	Isles	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	exact_label	defer	Q81052	Inner Hebrides	archipelago off the west coast of mainland Scotland				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	404	c_innsbruck	Innsbruck	Tyrol	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q1735	Innsbruck	capital of the state of Tyrol, Austria				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	405	c_inverness	Inverness	Moray	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	exact_label	defer	Q160493	Inverness	city in the Highlands of Scotland, United Kingdom				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	406	c_ionia	Ionia	Ephesos	Nikaea	Nikaea	Nikaea	Byzantine Empire	Byzantine Empire	Byzantine Empire	exact_label	defer	Q620874	Ionia	historic region in western Asia Minor (modern-day Turkey)				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	407	c_ipuskoa	Ipuskoa	Viscaya	Navarra	Navarra	Navarra	Hispania	Hispania	Hispania	no_result								0	source_resolution_needed	Resolve CK3 seed to independent historical source candidate.	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
county-scale-009	408	c_isauria	Isauria	Anatolia	Anatolia	Anatolia	Rum	Byzantine Empire	Byzantine Empire	Byzantine Empire	exact_label	defer	Q6079031	Isauria	genus of insects				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	409	c_ile_de_france	Isle de France	Valois	France	France	France	Francia	Francia	Francia	exact_label	bounded_candidate	Q12060804	Isle de France	former name for Mauritius and surrounding colonies				0	rank_semantics_review	Resolve entity/rank semantics before title or parentage promotion.	Has structured inception and dissolution claims; verify rank/entity semantics before fact promotion.
county-scale-009	410	c_isle_of_man	Isle of Man	Mann	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	exact_label	defer	Q9676	Isle of Man	historic nation and a self-governing British Crown dependency				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	411	c_issoudun	Issoudun	Berry	France	France	France	Francia	Francia	Francia	exact_label	defer	Q210772	Issoudun	commune in Indre, France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	412	c_andujar	Jaén	Cordoba	Andalusia	Andalusia	Andalusia	Hispania	Hispania	Hispania	exact_label	defer	Q15681	Jaén	municipality in Spain				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	413	c_jahkamakke	Jåhkåmåhkke	Åarjetje	Sápmi	Sápmi	Sápmi	Scandinavia	Scandinavia	Scandinavia	no_result								0	source_resolution_needed	Resolve CK3 seed to independent historical source candidate.	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
county-scale-009	414	c_jaligny	Jaligny	Bourbon	Aquitaine	France	France	Francia	Francia	Francia	fuzzy_label	defer	Q325549	Jaligny-sur-Besbre	commune in Allier, France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	415	c_jamtfir	Jamtaland	Jamtaland	Norway	Norway	Norway	Scandinavia	Scandinavia	Scandinavia	fuzzy_label	defer	Q211661	Jämtland	historical province in Sweden				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	416	c_jersika	Jersika	Latgalia	Lithuania	Lithuania	Lithuania	Baltic Empire	Baltic Empire	Baltic Empire	exact_label	defer	Q2025603	Jersika	village in Latvia				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	417	c_jihlava	Jihlava	Moravia	Great Moravia	Bohemia	Bohemia	West-Slavia	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q183111	Jihlava	city in Czechia				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	418	c_jovvkuj	Jovvkuj	Guoládat	Sápmi	Sápmi	Sápmi	Scandinavia	Scandinavia	Scandinavia	no_result								0	source_resolution_needed	Resolve CK3 seed to independent historical source candidate.	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
county-scale-009	419	c_julevadno	Julevädno	Vuovdisámieana	Sápmi	Sápmi	Sápmi	Scandinavia	Scandinavia	Scandinavia	fuzzy_label	defer	Q857676	Lule River	river in Sweden				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	420	c_juterbog	Jüterbog	Lausitz	Sorbia	East Francia	East Francia	West-Slavia	Holy Roman Empire	Holy Roman Empire	fuzzy_label	defer	Q11731908	Jüterbog railway station	railway station in Jüterbog, Germany				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	421	c_kainuu	Kainuu	Pohjanmaa	Finland	Finland	Finland	Scandinavia	Scandinavia	Scandinavia	exact_label	defer	Q5694	Kainuu	region of Finland				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	422	c_kaisereia	Kaisereia	Charsianon	Anatolia	Anatolia	Rum	Byzantine Empire	Byzantine Empire	Byzantine Empire	no_result								0	source_resolution_needed	Resolve CK3 seed to independent historical source candidate.	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
county-scale-009	423	c_kaiserslautern	Kaiserslautern	West Franconia	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q3758	Kaiserslautern	city in Rhineland-Palatinate, Germany				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	424	c_kakheti	Kakheti	Georgia	Georgia	Georgia	Georgia	Byzantine Empire	Byzantine Empire	Byzantine Empire	exact_label	defer	Q169674	Kakheti	region (mkhare) of Georgia				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	425	c_kakisalmi	Kakisalmi	Karelia	Finland	Finland	Finland	Scandinavia	Scandinavia	Scandinavia	fuzzy_label	defer	Q7977	Priozersk	town in Leningrad Oblast, Russia				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	426	c_kaliska	Kalisz	Polania	Poland	Poland	Poland	West-Slavia	West-Slavia	West-Slavia	exact_label	defer	Q52842	Kalisz	City with powiat rights of Poland				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	427	c_kalliopolis	Kallipolis	Thrace	Thessalonika	Thessalonika	Thessalonika	Byzantine Empire	Byzantine Empire	Byzantine Empire	fuzzy_label	defer	Q11910969	Callipolis	ancient Greek city near Taranto, modern Gallipoli, Italy				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	428	c_kammersberg	Kammersberg	Carinthia	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q69809288	Kammersberg	cadastral municipality in Murau District				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	429	c_karachev	Karachev	Karachev	Ruthenia	Ruthenia	Ruthenia	Russia	Russia	Russia	exact_label	defer	Q145115	Karachev	city in Bryansk Oblast, Russia				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-009	430	c_karasjohka	Kárášjohka	Duortnoseatnu	Sápmi	Sápmi	Sápmi	Scandinavia	Scandinavia	Scandinavia	fuzzy_label	defer	Q1825	Karasjok Municipality	municipality in Finnmark, Norway				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
