shard_id	row_index	ck_id	county	ck_duchy	kingdom_867	kingdom_1066	kingdom_1178	empire_867	empire_1066	empire_1178	match_status	screen_status	top_qid	top_label	top_description	historical_title_id	historical_rank	historical_exists	accepted_parentage_count	scale_status	agent_task	notes
county-scale-004	151	c_bresse	Bresse	Upper Burgundy	Burgundy	Burgundy	Burgundy	Francia	Francia	Francia	exact_label	defer	Q37475789	Bresse	family name				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-004	152	c_brie_francaise	Brie Française	Valois	France	France	France	Francia	Francia	Francia	fuzzy_label	defer	Q914050	Brie	natural region in France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-004	153	c_briey	Briey	Bar	Lotharingia	Lotharingia	Lotharingia	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q215053	Briey	former commune in Meurthe-et-Moselle, France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-004	154	c_brixen	Brixen	Tyrol	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q185541	Brixen	commune in South Tyrol, Italy				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-004	155	c_brno	Brno	Moravia	Great Moravia	Bohemia	Bohemia	West-Slavia	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q14960	Brno	city in the Czech Republic				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-004	156	c_brugge	Brugge	Flanders	France	France	France	Francia	Francia	Francia	fuzzy_label	defer	Q12994	Bruges	city in West Flanders, Belgium				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-004	157	c_brecknockshire	Brycheiniog	Deheubarth	Wales	Wales	Wales	Britannia	Britannia	Britannia	fuzzy_label	bounded_candidate	Q954585	Kingdom of Brycheiniog	small kingdom in mid Wales	title-q954585	Kingdom	450..1045	0	title_needs_parentage_review	Find independent parentage source for accepted title; promote only if rank policy passes.	Has structured inception and dissolution claims; verify rank/entity semantics before fact promotion.
county-scale-004	158	c_brysis	Brysis	Thrace	Thessalonika	Thessalonika	Thessalonika	Byzantine Empire	Byzantine Empire	Byzantine Empire	exact_label	defer	Q995331	Brysis					0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-004	159	c_brzeg	Brzeg	Opolania	Poland	Poland	Poland	West-Slavia	West-Slavia	West-Slavia	exact_label	defer	Q214640	Brzeg	city in Opole Voivodeship in southwestern Poland				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-004	160	c_buchan	Buchan	Moray	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	exact_label	defer	Q16860612	Buchan	family name				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
