shard_id	row_index	ck_id	county	ck_duchy	kingdom_867	kingdom_1066	kingdom_1178	empire_867	empire_1066	empire_1178	match_status	screen_status	top_qid	top_label	top_description	historical_title_id	historical_rank	historical_exists	accepted_parentage_count	scale_status	agent_task	notes
county-scale-002	51	c_arad	Arad	Temes	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	exact_label	defer	Q173591	Arad	city in Arad County, Romania				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	52	c_arbanon	Arbanon	Dyrrachion	Epirus	Epirus	Epirus	Byzantine Empire	Byzantine Empire	Byzantine Empire	fuzzy_label	bounded_candidate	Q2454379	Principality of Arbanon	Albanian principality (1190-1255)				0	rank_semantics_review	Resolve entity/rank semantics before title or parentage promotion.	Has structured inception and dissolution claims; verify rank/entity semantics before fact promotion.
county-scale-002	53	c_arborea	Arborea	Sardinia	Sardinia	Sardinia	Sardinia	Italia	Italia	Italia	exact_label	defer	Q382568	Arborea	Italian comune				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	54	c_arezzo	Arezzo	Tuscany	Italy	Italy	Italy	Italia	Italia	Italia	exact_label	defer	Q13378	Arezzo	Italian comune				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	55	c_argyll	Argyll	Isles	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	exact_label	defer	Q652539	Argyll	historic shire of western Scotland; heartland of the ancient kingdom of Dál Riata, encompassing Knapdale, Kintyre, and the Inner Hebrides				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	56	c_armagnac	Armagnac	Armagnac	Aquitaine	France	France	Francia	Francia	Francia	exact_label	defer	Q104921761	Armagnac	family name				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	57	c_arnhem	Arnheim	Gelre	Frisia	Frisia	Frisia	Germania	Holy Roman Empire	Holy Roman Empire	fuzzy_label	defer	Q1310	Arnhem	city, municipality and capital of province Gelderland, the Netherlands				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	58	c_arnsberg	Arnsberg	Lower Lotharingia	Lotharingia	Lotharingia	Lotharingia	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q3912	Arnsberg	town in North Rhine-Westphalia, Germany				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	59	c_astorga	Astorga	Galicia	Galicia	Galicia	León	Hispania	Hispania	Hispania	exact_label	defer	Q36996229	Astorga	family name				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	60	c_asturias_de_oviedo	Asturias de Oviedo	Asturias	Asturias	León	León	Hispania	Hispania	Hispania	exact_label	defer	Q3323403	Asturias de Oviedo	historical comarca in the Kingdom of Asturias				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
